id;n3;n2;n4;n117;id_localisation
1319;0383561P;Privé enseignement supérieur;CESI Campus de Grenoble;;982
1320;0390012B;Public;Lycée Charles Nodier;;242
1321;0390013C;Public;Lycée Jacques Duhamel;;242
1322;0390019J;Public;Lycée Jean Michel;;209
1323;0390024P;Public;Lycée professionnel Pierre Vernotte;;233
1324;0390027T;Public;Lycée Victor Bérard de MOREZ;;618
1325;0390029V;Public;Lycée des Métiers du Bois;;838
1326;0390033Z;Public;Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social;;956
1327;0390091M;Privé sous contrat d'association;Lycée Jeanne D'Arc;;903
1328;0390094R;Privé sous contrat d'association;Lycée professionnel Sainte Marie;;209
1329;0390786T;Public;Lycée Pré Saint-Sauveur;;433
1330;0390809T;Public;Lycée professionnel agricole Lons-le-Saunier - Mancy;;209
1331;0390810U;Public;Lycée agricole Edgar Faure;;188
1332;0390812W;Public;ENILEA-Lycée-campus Poligny;;956
1333;0390987L;Public;IFSI CH Dole;;242
1334;0390988M;Privé sous contrat d'association;IFSI Croix Rouge Française Lons Le Saunier;;209
1335;0391092A;Public;Lycée Paul Emile Victor- Lycée des métiers de la production et de la maintenance industrielles;;903
1336;0391146J;Privé sous contrat d'association;Lycée Pasteur Mont Roland;;242
1337;0391244R;Public;IUT DE BESANCON - ANTENNE DE DOLE;;242
1338;0400002K;Public;Lycée Gaston Crampe;;622
1339;0400004M;Public;Lycée des métiers de l'hôtellerie et du commerce Louis Darmante;;102
1340;0400007R;Public;Lycée de Borda;;104
1341;0400017B;Public;Lycée Victor Duruy;;657
1342;0400018C;Public;Lycée Charles Despiau;;657
1343;0400019D;Public;Lycée des métiers de l'automobile et du transport Fréderic Estève;;657
1344;0400027M;Public;Lycée polyvalent des métiers de l'aéronautique Jean Taris;;1252
1345;0400067F;Privé sous contrat d'association;Lycée Jean Cassaigne;;1187
1346;0400097N;Public;Lycée professionnel Des Metiers Du Batiment Jean Garnier;;907
1347;0400139J;Public;Lycée Professionnel Agricole DE MUGRON;;536
1348;0400750Y;Public;Lycée agricole DE DAX;;427
1349;0400829J;Public;IFSI CH de Dax;;104
1350;0400830K;Public;IFSI CH Mont de Marsan;;657
1351;0400934Y;Public;I.U.T des Pays de l'Adour - Antenne de Mont De Marsan;;657
1352;0401002X;Public;Lycée Haroun Tazieff;;222
1353;0401016M;Privé sous contrat d'association;Lycée Saint-Jacques-de-Compostelle;;104
1354;0401117X;Privé enseignement supérieur;Kedge Business School de Mont de Marsan;;657
1355;0410001D;Public;Lycée international Robert Badinter;;1086
1356;0410002E;Public;Lycée F Philibert Dessaignes;;1086
1357;0410017W;Public;Lycée Claude De France;;964
1358;0410018X;Public;Agrocampus des 2 Vallées - Lycée agricole de Vendôme;;678
1359;0410030K;Public;Lycée Ronsard;;678
1360;0410031L;Public;Lycée professionnel des Métiers André Ampère;;678
1361;0410693F;Privé sous contrat d'association;Lycée La Providence;;1086
1362;0410820U;Public;IFSI CH Blois;;1086
1363;0410899E;Public;Lycée des Métiers HOTEL.ET TOURISME VAL DE LOIRE;;1086
1364;0410959V;Public;Lycée Camille Claudel;;1086
1365;0410970G;Public;Université de Tours - Antenne de Blois;;1086
1366;0410978R;Public;I.U.T de Blois;;1086
1367;0410981U;Public;Ecole Nationale Supérieure de la Nature et du Paysage;;1086
1368;0411068N;Public;INSA Centre Val de Loire campus de Blois;;1086
1369;0420013L;Public;Lycée Albert Camus;;979
1370;0420014M;Public;Lycée Jacob Holtzer;;979
1371;0420018S;Public;Lycée Beauregard;;474
1372;0420027B;Public;Lycée Georges Brassens;;341
1373;0420029D;Public;Lycée professionnel des métiers René Cassin;;341
1374;0420033H;Public;Lycée Albert Thomas;;653
1375;0420034J;Public;Lycée Carnot;;653
1376;0420040R;Public;Lycée Claude Lebois;;940
1377;0420041S;Public;Lycée Claude Fauriel;;884
1378;0420042T;Public;Lycée Honore D'Urfe;;884
1379;0420043U;Public;Lycée Jean Monnet;;884
1380;0420044V;Public;Lycée Simone Weil;;788
1381;0420046X;Public;Lycée Etienne Mimard;;884
1382;0420049A;Public;Lycée professionnel Benoit Charvet;;884
1383;0420092X;Public;Ecole supérieure d'art et design de Saint-Etienne;;884
1384;0420093Y;Public;Centrale Lyon ENISE;;884
1385;0420094Z;Public;Ecole des Mines de Saint-Etienne;;884
1386;0420957M;Public;I.U.T de Saint-Etienne;;884
1387;0420974F;Privé sous contrat d'association;Lycée Sainte Anne;;653
1388;0420976H;Privé sous contrat d'association;Lycée La Salle;;884
1389;0420979L;Privé sous contrat d'association;Lycée Tezenas du Montcel;;884
1390;0420996E;Privé sous contrat d'association;Lycée professionnel La Grand'Grange;;940
1391;0421021G;Privé sous contrat d'association;Externat Saint Michel;;884
1392;0421078U;Public;Lycée agricole Roanne-Cherve;;565
1393;0421090G;Privé sous contrat d'association;Lycée agricole de Ressins;;34
1394;0421095M;Public;Universite Jean Monnet, Saint-Etienne;;884
1395;0421573G;Public;IFSI du CH de Roanne;;653
1396;0421574H;Public;IFSI St Chamond;;940
1397;0421613A;Privé sous contrat d'association;IFSI Croix Rouge Française St Etienne;;884
1398;0421614B;Public;Ecole Nationale Supérieure d'Architecture de Saint-Etienne;;884
1399;0421691K;Public;Lycée professionnel Pierre Desgranges;;1213
1400;0421788R;Public;Lycée du Forez;;909
1401;0421807L;Privé sous contrat d'association;MFREO de Saint Etienne;;884
1402;0421820A;Public;IFSI CHU St Etienne;;884
1403;0421822C;Public;IFSI CH du Forez;;474
1404;0421859T;Privé sous contrat d'association;MFREO de Mornand en Forez;;1134
1405;0421976V;Public;Lycée Francois Mauriac-Forez;;1213
1406;0422026Z;Public;Télécom Saint-Etienne;;884
1407;0422048Y;Public;I.U.T de Roanne;;653
1408;0422128K;Privé sous contrat d'association;ENSEIS Etablissement de la Loire - Ecole de formation sanitaire et sociale;;979
1409;0422152L;Public;Université Jean Monnet - Campus de Roanne;;653
1410;0422160V;Privé sous contrat d'association;Lycée hôtelier RENOUVEAU;;350
1411;0422302Z;Privé enseignement supérieur;Ecole supérieure de commerce privée EKLYA School of Business Saint-Etienne;;884
1412;0422311J;Public;Sciences Po Lyon - Institut d'Etudes Politiques - campus de Saint-Etienne;;884
1413;0430020N;Public;Lycée Charles et Adrien Dupuy;;1170
1414;0430021P;Public;Lycée Simone Weil;;1170
1415;0430055B;Privé sous contrat d'association;Lycée Polyvalent La Chartreuse;;743
1416;0430065M;Privé sous contrat d'association;Lycée Saint-Gabriel;;400
1417;0430098Y;Privé sous contrat d'association;Lycée polyvalent Saint Jacques de Compostelle;;1170
1418;0430112N;Public;LEGTPA Brioude-Bonnefont - Site de Fontannes;;360
1419;0430113P;Public;LEGTPA Yssingeaux;;400
1420;0430827R;Public;IFSI CH du Puy;;1170
1421;0430947W;Public;Lycée Léonard de Vinci;;990
1422;0430951A;Public;I.U.T Clermont Auvergne - site du Puy;;1170
1423;0430953C;Public;Lycée Emmanuel Chabrier;;400
1424;0431000D;Privé sous contrat d'association;ISVT;;795
1425;0440001M;Public;Lycée Polyvalent Joubert - E. Maillard;;1105
1426;0440005S;Public;Lycée Polyvalent Guy Moquet - Etienne Lenoir;;671
1427;0440012Z;Public;Lycée général et technologique Grand Air;;971
1428;0440021J;Public;Lycée général Clemenceau;;106
1429;0440024M;Public;Lycée général Gabriel Guist'Hau;;106
1430;0440029T;Public;LGT Livet;;106
1431;0440030U;Public;Lycée Polyvalent Gaspard Monge - La Chauvinière;;106
1432;0440033X;Public;Lycée professionnel François Arago;;106
1433;0440035Z;Public;Lycée professionnel Léonard de Vinci;;106
1434;0440062D;Public;Lycée général et technologique Jean Perrin;;72
1435;0440063E;Public;Lycée professionnel Louis-Jacques Goussier;;72
1436;0440069L;Public;LGT Aristide Briand;;91
1437;0440074S;Public;Lycée professionnel Brossaud-Blancho;;91
1438;0440086E;Public;Lycée général et technologique La Colinière;;106
1439;0440100V;Public;ECOLE CENTRALE NANTES;;106
1440;0440104Z;Public;Ecole Nationale Supérieure d'Architecture de Nantes;;106
1441;0440105A;Public;IFSI CHU NANTES;;106
1442;0440106B;Public;Ecole des Beaux-Arts Nantes;;106
1443;0440112H;Privé enseignement supérieur;Audencia;;106
1444;0440113J;Privé enseignement supérieur;INSTITUT NATIONAL DES FORMATIONS NOTARIALES - Site de Nantes;;106
1445;0440119R;Privé sous contrat d'association;Lycée Ste Anne;;91
1446;0440139M;Public;I.U.T. Nantes;;1138
1447;0440149Y;Privé sous contrat d'association;Lycée St Joseph;;1105
1448;0440151A;Privé sous contrat d'association;Lycée St Joseph;;671
1449;0440154D;Privé sous contrat d'association;Lycée Blanche De Castille;;106
1450;0440161L;Privé sous contrat d'association;Lycée St Joseph du Loquidy;;106
1451;0440163N;Privé sous contrat d'association;LGT Saint-Stanislas;;106
1452;0440172Y;Privé sous contrat d'association;Lycée La Perverie Sacré-Coeur;;106
1453;0440178E;Privé sous contrat d'association;Lycée général et technologique Notre-Dame d'Espérance;;91
1454;0440246D;Privé sous contrat d'association;Campus Sacré-Coeur La Salle;;106
1455;0440254M;Privé sous contrat d'association;IMS Nantes;;106
1456;0440256P;Privé sous contrat d'association;Lycée St Pierre La Joliverie;;1093
1457;0440279P;Privé sous contrat d'association;Lycée La Baugerie;;1093
1458;0440282T;Privé sous contrat d'association;SEGT LPP LE MASLE;;91
1459;0440288Z;Public;Lycée général et technologique Albert Camus;;106
1460;0440355X;Privé sous contrat d'association;Lycée Agricole Charles PEGUY;;568
1461;0440980B;Privé sous contrat d'association;Lycée agricole Campus de Briacé;;192
1462;0440982D;Public;I.U.T. Saint-Nazaire;;91
1463;0441032H;Privé sous contrat d'association;Lycée agricole de DERVAL;;100
1464;0441513F;Public;Unite de formation et de recherches Médecine et techniques médicales Nantes Université;;106
1465;0441552Y;Public;Lycée Polyvalent les Bourdonnieres;;106
1466;0441555B;Privé hors contrat;Institut Régional de Formation aux Métiers de Rééducation et de Réadaptation des Pays de Loire;;1093
1467;0441623A;Public;Institut de Formations Paramédicales de Saint-Nazaire;;91
1468;0441653H;Privé sous contrat d'association;Lycée St Joseph La Joliverie;;1093
1469;0441772M;Public;IFSI CH DE CHATEAUBRIANT;;671
1470;0441782Y;Public;Lycée professionnel Agricole Nantes Le Grand Blottereau;;106
1471;0441823T;Public;Lycée professionnel Heinlex;;91
1472;0441916U;Public;École nationale vétérinaire agroalimentaire et de l'alimentation de Nantes Atlantique (Oniris) - Campus vétérinaire;;106
1473;0441946B;Privé sous contrat d'association;ENC-ENSEC;;106
1474;0441972E;Privé sous contrat d'association;MFR de Carquefou;;1138
1475;0441993C;Public;Lycée général et technologique Carcouët;;106
1476;0442061B;Public;Lycée agricole Jules Rieffel;;797
1477;0442085C;Privé enseignement supérieur;L'École de design Nantes Atlantique;;106
1478;0442092K;Public;Lycée professionnel maritime Jacques CASSARD;;106
1479;0442094M;Public;Lycée polyvalent Nicolas Appert;;444
1480;0442095N;Public;LGT La Herdrie;;346
1481;0442124V;Privé sous contrat d'association;ENC-ENACOM;;106
1482;0442126X;Privé hors contrat;IDRAC Business School - Campus de NANTES;;106
1483;0442179E;Privé hors contrat;ARIFTS Association Régionale pour l'Institut de Formation en Travail Social;;72
1484;0442185L;Privé enseignement supérieur;ICAM Nantes;;1138
1485;0442227G;Privé sous contrat d'association;Ifom;;106
1486;0442278M;Privé enseignement supérieur;Ecole supérieure du bois;;106
1487;0442292C;Privé enseignement supérieur;CESI Campus de Saint Nazaire;;91
1488;0442409E;Public;Polytech Nantes;;106
1489;0442448X;Public;CREPS des Pays de la Loire - Antenne de Nantes;;106
1490;0442519Z;Privé hors contrat;Ecole privée des sciences informatiques (EPSI);;106
1491;0442533P;Privé hors contrat;INSTITUT SUPERIEUR D'OPTIQUE (ISO);;106
1492;0442569D;Privé sous contrat d'association;IFSI CROIX ROUGE FRANCAISE Rezé;;72
1493;0442622L;Privé enseignement supérieur;EPITECH - Campus de Nantes;;106
1494;0442658A;Public;Institut de formation des manipulateurs d'electroradiologie médicale;;106
1495;0442674T;Public;ONIRIS VetAgroBio Nantes-Campus des sciences de l'alimentation-Géraudière;;106
1496;0442689J;Privé hors contrat;IRSS Sport - Site de Nantes;;106
1497;0442699V;Privé sous contrat d'association;Lycée général privé Externat Chavagnes;;106
1498;0442725Y;Privé sous contrat d'association;Lycée/Campus Talensac;;106
1499;0442752C;Public;Lycée polyvalent Aimé Césaire;;267
1500;0442765S;Public;Lycée polyvalent Nelson Mandela;;106
1501;0442770X;Privé hors contrat;Centre d'enseignement supérieur en optique lunetterie (CESOL);;106
1502;0442774B;Privé sous contrat d'association;LGT SAINT FELIX - LA SALLE;;106
1503;0442777E;Privé enseignement supérieur;Facultés libres de l'ouest - UCO - Nantes;;72
1504;0442837V;Privé enseignement supérieur;ISEN Ouest Nantes;;1138
1505;0442930W;Privé enseignement supérieur;CESI - Nantes;;106
1506;0442953W;Public;Nantes Université;;106
1507;0442958B;Privé enseignement supérieur;EPF Saint Nazaire;;91
1508;0442959C;Privé enseignement supérieur;ESILV - Nantes;;106
1509;0442961E;Public;IUT de Nantes - Antenne de Châteaubriant;;671
1510;0443002Z;Public;Ecole des Beaux-Arts Nantes Saint-Nazaire - Site de Saint-Nazaire;;91
1511;0443059L;Privé enseignement supérieur;ECOLE DE MANAGEMENT LEONARD DE VINCI Nantes;;106
1512;0450029M;Public;Lycée Bernard Palissy;;134
1513;0450040Z;Public;Lycée En Foret;;382
1514;0450042B;Public;Lycée des Métiers Durzy;;1099
1515;0450043C;Public;Lycée professionnel Jeannette Verdier;;382
1516;0450049J;Public;Lycée Pothier;;1270
1517;0450050K;Public;Lycée Jean ZAY;;1270
1518;0450051L;Public;Lycée BENJAMIN FRANKLIN;;1270
1519;0450062Y;Public;Lycée Duhamel du Monceau;;920
1520;0450064A;Public;Lycée professionnel Gaudier-Brzeska;;298
1521;0450066C;Public;Lycée professionnel Mal Leclerc;;1040
1522;0450092F;Public;I.U.T d'Orléans;;1270
1523;0450094H;Public;Lycée agricole Le Chesnoy - Les Barres;;965
1524;0450106W;Privé sous contrat d'association;Lycée Saint Francois De Sales;;134
1525;0450750W;Public;Lycée professionnel Jean De La Taille;;920
1526;0450758E;Privé sous contrat d'association;Lycée Saint-Paul Bourdon Blanc;;1270
1527;0450759F;Privé sous contrat d'association;Lycée polyvalent privé Charles de Foucauld;;1209
1528;0450782F;Public;Lycée Voltaire;;1270
1529;0450786K;Public;Lycée professionnel Paul Gauguin;;1270
1530;0450848C;Privé sous contrat d'association;ERTS;;351
1531;0450855K;Public;Université d'Orléans;;1270
1532;0450932U;Public;Ecole supérieure d'art et de design d'Orléans;;1270
1533;0451037H;Public;Lycée des Métiers Marguerite Audoux;;134
1534;0451067R;Public;Lycée professionnel Jean Lurcat;;809
1535;0451146B;Public;IFSI CH Montargis;;507
1536;0451147C;Public;IFPM Orléans;;1270
1537;0451304Y;Public;Lycée Hôtelier de l'Orléanais;;351
1538;0451335G;Privé sous contrat d'association;Lycée Sainte-Croix Saint-Euverte;;1270
1539;0451442Y;Public;Lycée professionnel Chateau Blanc;;507
1540;0451462V;Public;Lycée Jacques Monod;;298
1541;0451483T;Public;Lycée Maurice Genevoix;;27
1542;0451484U;Public;Lycée Francois Villon;;1209
1543;0451493D;Privé enseignement supérieur;EXCELIA - Campus d'Orléans;;1270
1544;0451526P;Public;Lycée Charles Peguy;;1270
1545;0451535Z;Public;Lycée agricole Le Chesnoy-Les Barres;;1037
1546;0451565G;Privé sous contrat d'association;Lycée privé du Campus La Mouillère;;1270
1547;0451638L;Public;Polytech Orléans;;1270
1548;0451662M;Privé enseignement supérieur;CESI Campus d'Orléans;;1270
1549;0451779P;Privé enseignement supérieur;Institut Supérieur de Commerce Paris - Campus d'Orléans;;1270
1550;0451813B;Privé enseignement supérieur;ESTP Campus d'Orléans -  Grande école d'ingénieurs de la construction;;1270
1551;0460007H;Public;Lycée Clement Marot;;1225
1552;0460010L;Public;Lycée Champollion;;796
1553;0460028F;Public;Lycée Louis Vicat;;390
1554;0460038S;Privé sous contrat d'association;Lycée Saint Etienne;;1225
1555;0460490H;Public;L.E.G.T.A. la Vinadie;;796
1556;0460493L;Public;Lycée Gaston Monnerville;;1225
1557;0460529A;Public;Lycée professionnel hôtelier Quercy Périgord;;390
1558;0460580F;Public;IFSI CH Jean Rougier Cahors;;1225
1559;0460697H;Public;I.U.T de Figeac;;796
1560;0460748N;Public;Institut de formation de soins infirmiers école d'aide-soignant Centre hospitalier Jean Rougier Figeac;;796
1561;0470001W;Public;Lycée Bernard Palissy;;1104
1562;0470003Y;Public;Lycée Jean-Baptiste De Baudre;;1104
1563;0470004Z;Public;Lycée professionnel Antoine Lomet;;1104
1564;0470009E;Public;Lycée Stendhal;;725
1565;0470019R;Public;Lycée agricole DE SAINTE LIVRADE;;141
1566;0470020S;Public;Lycée Val De Garonne;;125
1567;0470029B;Public;Lycée professionnel Jacques De Romas;;513
1568;0470038L;Public;Lycée Lot et Bastides;;467
1569;0470060K;Privé sous contrat d'association;Lycée Saint-Caprais;;1104
1570;0470662P;Public;Lycée agricole Armand FALLIERES Nérac;;513
1571;0470747G;Public;IFMEM Agen;;1104
1572;0470782V;Public;Lycée professionnel Jean Monnet;;1094
1573;0470800P;Public;IFSI CH Intercomm Marmande Tonneins;;125
1574;0470801R;Public;IFSI CH Villeneuve Sur Lot;;467
1575;0470823P;Privé sous contrat d'association;Lycée professionnel l'Oustal;;467
1576;0470884F;Public;Université Bordeaux Montaigne - Antenne d'Agen;;1104
1577;0470926B;Public;Département universitaire de sciences d'Agen;;1104
1578;0470927C;Public;I.U.T. de Bordeaux - Site d'Agen;;1104
1579;0470944W;Privé hors contrat;ADES - Association pour le Développement Economique et Social;;125
1580;0470947Z;Public;Université de Bordeaux - Antenne d'Agen;;1104
1581;0470974D;Privé enseignement supérieur;SUD MANAGEMENT;;1104
1582;0480007X;Public;Lycée Chaptal;;30
1583;0480009Z;Public;Lycée Emile Peytavin;;30
1584;0480022N;Privé sous contrat d'association;Lycée ST PIERRE-ST PAUL;;562
1585;0480023P;Privé sous contrat d'association;Lycée Saint-Joseph;;1163
